name,lat,lng,address,website,phone,hours,category
Inspiration Albany Food Bank,37.861791,-122.33872,"8710 Second Ct, Albany, CA 94710",https://www.inspiration-albany-food-bank.org,(510) 843-9773,"Mon–Thu 9–5",Pantry
Valley Tustin Food Shelf,33.780855,-117.827629,"4592 Spring Ct, Tustin, CA 92821",https://www.valley-tustin-food-shelf.org,(657) 314-1303,"Tue,Thu 11–6",Senior Services
Bridge Fullerton Food Collective,33.893215,-117.952204,"4521 Ninth St, Fullerton, CA 92835",https://www.bridge-fullerton-food-collective.org,(714) 434-4902,"Mon–Fri 10–6",Resource Hub
Fresh Oxnard Food Collective,34.166466,-119.147123,"5983 Maple Dr, Oxnard, CA 93035",https://www.fresh-oxnard-food-collective.org,(805) 310-6901,"Sat 9–1",Food Bank
Sunshine Paso Robles Food Collective,35.626712,-120.685598,"4077 Sycamore Ter, Paso Robles, CA 93448",https://www.sunshine-paso-robles-food-collective.org,(820) 759-1049,"Wed 10–6 & Sat 9–1",Mobile Pantry
Solidarity Chino Community Kitchen,34.006684,-117.720826,"9763 Harbor Ave, Chino, CA 91759",https://www.solidarity-chino-community-kitchen.org,(909) 287-4756,"Mon–Fri 8–4",Pantry
Valley Fullerton Relief Center,33.882062,-117.950302,"3887 Second Rd, Fullerton, CA 92862",https://www.valley-fullerton-relief-center.org,(714) 869-7842,"Mon–Fri 10–6",Senior Services
Helping Placerville Food Hub,38.708562,-120.769663,"4072 Meadow Blvd, Placerville, CA 95690",https://www.helping-placerville-food-hub.org,(530) 220-3109,"Sat 9–1",Senior Services
Nourish Martinez Community Kitchen,38.056462,-122.157547,"2684 Palm Lane, Martinez, CA 94577",https://www.nourish-martinez-community-kitchen.org,(925) 476-9896,"Sat 9–1",Community Center
Diversity Tustin Nutrition Center,33.711384,-117.811204,"8187 Elm Way, Tustin, CA 92787",https://www.diversity-tustin-nutrition-center.org,(714) 734-3301,"Wed 10–6 & Sat 9–1",Pantry
Mountain Willits Community Kitchen,39.419059,-123.35844,"9477 Seventh Ter, Willits, CA 95516",https://www.mountain-willits-community-kitchen.org,(707) 787-6240,"Mon–Sat 10–4",Mobile Pantry
River Concord Support Network,38.020751,-122.020886,"544 Seaside Lane, Concord, CA 94552",https://www.river-concord-support-network.org,(925) 245-6007,"Wed–Sat 9–2",Resource Hub
Fresh Daly City Food Bank,37.662661,-122.457075,"7656 Santa Fe Lane, Daly City, CA 94036",https://www.fresh-daly-city-food-bank.org,(650) 872-9559,"Mon–Fri 11–7",Faith-Based Pantry
Coastal Fresno Support Network,36.779452,-119.814015,"4725 Washington Rd, Fresno, CA 93749",https://www.coastal-fresno-support-network.org,(559) 349-8916,"Tue–Sat 8–12",Senior Services
Harvest Mountain View Support Network,37.3654,-122.064126,"2611 Eighth Ave, Mountain View, CA 94053",https://www.harvest-mountain-view-support-network.org,(650) 806-9135,"Mon,Wed,Fri 10–2",Community Center
Support Orange Food Collective,33.75044,-117.862224,"5349 Orchard Pl, Orange, CA 92885",https://www.support-orange-food-collective.org,(657) 390-8219,"Tue,Thu 11–6",Senior Services
Kindness Cathedral City Nutrition Center,33.742606,-116.446406,"6884 Maple St, Cathedral City, CA 92252",https://www.kindness-cathedral-city-nutrition-center.org,(760) 310-3296,"Mon,Wed,Fri 10–2",Pantry
Together Simi Valley Relief Center,34.301174,-118.817283,"9245 Oak Ave, Simi Valley, CA 93079",https://www.together-simi-valley-relief-center.org,(820) 396-8816,"Mon,Wed,Fri 10–2",Food Bank
Fresh Lakewood Community Kitchen,33.874621,-118.102966,"569 Market Dr, Lakewood, CA 90716",https://www.fresh-lakewood-community-kitchen.org,(562) 525-7666,"Tue–Sat 8–12",Mobile Pantry
Grace Indio Relief Center,33.689108,-116.234743,"2779 Vista Ave, Indio, CA 92244",https://www.grace-indio-relief-center.org,(442) 740-5041,"Tue–Fri 8–2",Community Center
Neighborhood Pleasanton Resource Center,37.685215,-121.90786,"3118 Prospect Ave, Pleasanton, CA 94581",https://www.neighborhood-pleasanton-resource-center.org,(925) 803-5092,"Mon–Fri 7–3",Faith-Based Pantry
Support Danville Community Kitchen,37.83707,-121.962943,"4586 Pine St, Danville, CA 94539",https://www.support-danville-community-kitchen.org,(925) 842-1135,"Thu 11–6 & Sat 10–2",Mobile Pantry
Fresh Glendale Food Collective,34.145596,-118.255725,"8559 Sixth Ct, Glendale, CA 91214",https://www.fresh-glendale-food-collective.org,(818) 772-1614,"Wed 10–6 & Sat 9–1",Senior Services
Friendship Napa Relief Center,38.291773,-122.326274,"9326 Valley Way, Napa, CA 94575",https://www.friendship-napa-relief-center.org,(707) 771-7042,"Mon–Fri 7–3",Mobile Pantry
Nourish Fresno Food Hub,36.727043,-119.815733,"2369 Market Way, Fresno, CA 93724",https://www.nourish-fresno-food-hub.org,(559) 814-2311,"Tue,Thu 11–6",Mobile Pantry
Uplift Mill Valley Food Shelf,37.946317,-122.524481,"214 Highland Dr, Mill Valley, CA 94971",https://www.uplift-mill-valley-food-shelf.org,(628) 566-1836,"Mon–Fri 8–4",Resource Hub
Unity Bridge Santa Ana Nutrition Center,33.744659,-117.824641,"8605 Pine Rd, Santa Ana, CA 92713",https://www.unity-bridge-santa-ana-nutrition-center.org,(657) 385-9259,"Mon–Fri 8–4",Pantry
Resilience Santa Rosa Food Shelf,38.397715,-122.715385,"5215 Pine Ter, Santa Rosa, CA 95450",https://www.resilience-santa-rosa-food-shelf.org,(707) 714-1620,"Tue–Sat 8–12",Pantry
Harvest El Monte Food Bank,34.075004,-117.993951,"1135 Cedar St, El Monte, CA 91752",https://www.harvest-el-monte-food-bank.org,(626) 636-5180,"Mon–Thu 10–6",Pantry
Lighthouse San Luis Obispo Community Kitchen,35.312187,-120.66607,"816 Eighth Ter, San Luis Obispo, CA 93431",https://www.lighthouse-san-luis-obispo-community-kitchen.org,(805) 590-7287,"Mon–Fri 10–6",Community Center
Faith Berkeley Food Pantry,37.894985,-122.302177,"2552 Winter Ter, Berkeley, CA 94716",https://www.faith-berkeley-food-pantry.org,(341) 712-5893,"Tue–Fri 8–2",Food Bank
Community Rialto Resource Center,34.093745,-117.412798,"8194 Santa Fe Ter, Rialto, CA 92379",https://www.community-rialto-resource-center.org,(909) 332-6995,"Mon,Wed,Fri 10–2",Youth Services
Faith Oakland Community Kitchen,37.770736,-122.253414,"6610 Jackson Rd, Oakland, CA 94629",https://www.faith-oakland-community-kitchen.org,(510) 426-8946,"Mon–Fri 9–5",Food Bank
Caring Oceanside Resource Center,33.186544,-117.360779,"7205 First St, Oceanside, CA 92069",https://www.caring-oceanside-resource-center.org,(442) 814-8960,"Mon,Wed,Thu 9–3",Resource Hub
River Chula Vista Food Collective,32.667698,-117.088755,"9368 Mission Ter, Chula Vista, CA 91948",https://www.river-chula-vista-food-collective.org,(619) 711-8162,"Mon,Wed,Fri 10–2",Community Center
Helping Hands Anaheim Food Collective,33.870355,-117.877123,"1314 College Way, Anaheim, CA 92825",https://www.helping-hands-anaheim-food-collective.org,(657) 501-7573,"Mon–Sat 10–4",Pantry
Harvest Redlands Heights Resource Center,34.038638,-117.185254,"7053 Ninth Way, Redlands Heights, CA 92404",https://www.harvest-redlands-heights-resource-center.org,(909) 553-7648,"Mon–Fri 9–5",Pantry
Unity Anaheim Food Bank,33.879621,-117.890426,"3567 Broadway Ct, Anaheim, CA 92805",https://www.unity-anaheim-food-bank.org,(714) 235-6710,"Mon–Sat 9–1",Mobile Pantry
Uplift Oceanside Food Pantry,33.153961,-117.424258,"1854 Cedar Ave, Oceanside, CA 92103",https://www.uplift-oceanside-food-pantry.org,(760) 395-5550,"Sat 9–1",Food Bank
Support Burlingame Food Collective,37.57131,-122.312784,"7223 Walnut Pl, Burlingame, CA 94040",https://www.support-burlingame-food-collective.org,(650) 672-7762,"Tue–Sat 9–3",Youth Services
Kindness Huntington Beach Food Hub,33.68522,-118.039293,"7270 Eighth Ave, Huntington Beach, CA 92649",https://www.kindness-huntington-beach-food-hub.org,(714) 378-4130,"Mon–Thu 10–6",Faith-Based Pantry
Bridge Santa Ana Community Kitchen,33.721435,-117.831689,"131 Fifth Lane, Santa Ana, CA 92747",https://www.bridge-santa-ana-community-kitchen.org,(714) 601-1943,"Mon–Thu 9–5",Faith-Based Pantry
Friendship Lodi Relief Center,38.112645,-121.253941,"2550 Jefferson Lane, Lodi, CA 95240",https://www.friendship-lodi-relief-center.org,(209) 729-5390,"Mon–Thu 9–5",Youth Services
Kindness Lafayette Food Bank,37.904892,-122.080434,"4225 Autumn Pl, Lafayette, CA 94564",https://www.kindness-lafayette-food-bank.org,(925) 227-5812,"Mon–Fri 10–6",Senior Services
Nourish Oxnard Food Collective,34.162462,-119.194171,"9572 Maple Lane, Oxnard, CA 93069",https://www.nourish-oxnard-food-collective.org,(805) 316-5959,"Tue–Sat 9–3",Mobile Pantry
Unity Bridge Cathedral City Food Collective,33.80806,-116.481865,"9069 Coral Pl, Cathedral City, CA 92279",https://www.unity-bridge-cathedral-city-food-collective.org,(442) 646-3365,"Mon–Thu 9–5",Senior Services
Coastal Alturas Nutrition Center,41.47696,-120.546814,"2029 Prospect Way, Alturas, CA 96147",https://www.coastal-alturas-nutrition-center.org,(530) 393-4725,"Mon–Sat 9–1",Faith-Based Pantry
Uplift Merced Food Hub,37.271085,-120.473989,"3876 Fifth Ct, Merced, CA 95362",https://www.uplift-merced-food-hub.org,(209) 674-4474,"Mon–Fri 8–4",Faith-Based Pantry
River Folsom Food Shelf,38.65447,-121.192968,"8152 Maple Ct, Folsom, CA 95665",https://www.river-folsom-food-shelf.org,(916) 352-5027,"Mon–Fri 8–4",Youth Services
Kindness Chino Food Hub,34.018617,-117.705916,"4909 Spring Way, Chino, CA 91727",https://www.kindness-chino-food-hub.org,(909) 571-4451,"Wed–Sat 9–2",Youth Services
Uplift Novato Food Collective,38.139225,-122.610604,"1515 Summer Ave, Novato, CA 94951",https://www.uplift-novato-food-collective.org,(628) 649-2982,"Mon–Thu 9–5",Resource Hub
Together Torrance Relief Center,33.83003,-118.346369,"8370 Maple Blvd, Torrance, CA 90542",https://www.together-torrance-relief-center.org,(310) 801-6535,"Tue–Sat 8–12",Faith-Based Pantry
Coastal Walnut Creek Food Bank,37.867324,-122.09894,"1634 View Ave, Walnut Creek, CA 94607",https://www.coastal-walnut-creek-food-bank.org,(925) 878-6064,"Mon–Fri 9–5",Pantry
Unity Manteca Food Pantry,37.836592,-121.239594,"4741 Heritage Way, Manteca, CA 95376",https://www.unity-manteca-food-pantry.org,(209) 797-2873,"Mon–Fri 9–5",Resource Hub
Bridge Santa Clarita Food Collective,34.358631,-118.541338,"3183 Autumn Ct, Santa Clarita, CA 91382",https://www.bridge-santa-clarita-food-collective.org,(661) 446-3485,"Mon–Fri 11–7",Pantry
Harvest Rancho Cucamonga Support Network,34.088464,-117.578334,"9634 Heritage Lane, Rancho Cucamonga, CA 91746",https://www.harvest-rancho-cucamonga-support-network.org,(909) 547-4333,"Mon–Thu 10–6",Resource Hub
Village Truckee Food Pantry,39.291691,-120.221665,"2419 Washington Dr, Truckee, CA 96201",https://www.village-truckee-food-pantry.org,(530) 240-8649,"Sat 9–1",Senior Services
Wellness Berkeley Relief Center,37.877779,-122.286627,"8616 Summer St, Berkeley, CA 94715",https://www.wellness-berkeley-relief-center.org,(510) 878-9712,"Mon–Fri 7–3",Community Center
Solidarity Richmond Food Collective,37.946512,-122.35144,"2489 Monterey Ct, Richmond, CA 94836",https://www.solidarity-richmond-food-collective.org,(510) 241-4362,"Tue–Sat 8–12",Pantry
Community Fairfield Food Pantry,38.274697,-122.047101,"6564 Broadway Pl, Fairfield, CA 94578",https://www.community-fairfield-food-pantry.org,(707) 600-5403,"Mon–Thu 9–5",Youth Services
Nourish Torrance Food Pantry,33.86103,-118.363589,"3264 Sixth Dr, Torrance, CA 90541",https://www.nourish-torrance-food-pantry.org,(424) 844-3372,"Mon–Sat 10–4",Pantry
Kindness Los Gatos Resource Center,37.211476,-121.938882,"3868 Lincoln Blvd, Los Gatos, CA 95054",https://www.kindness-los-gatos-resource-center.org,(408) 870-8760,"Mon–Sat 9–1",Resource Hub
Faith Modesto Nutrition Center,37.684098,-121.022745,"6962 Chestnut Ct, Modesto, CA 95392",https://www.faith-modesto-nutrition-center.org,(209) 871-5339,"Thu 11–6 & Sat 10–2",Food Bank
Together Oxnard Support Network,34.160839,-119.171439,"1334 Summit Ct, Oxnard, CA 93057",https://www.together-oxnard-support-network.org,(820) 372-2687,"Tue–Sat 9–3",Senior Services
Resilience Larkspur Nutrition Center,37.949908,-122.496863,"3282 Spring Blvd, Larkspur, CA 94965",https://www.resilience-larkspur-nutrition-center.org,(628) 521-2709,"Mon–Sat 9–1",Mobile Pantry
Grace Milpitas Resource Center,37.475232,-121.931501,"515 View Lane, Milpitas, CA 95056",https://www.grace-milpitas-resource-center.org,(669) 232-9128,"Sat 9–1",Mobile Pantry
Caring Alhambra Food Hub,34.054757,-118.093079,"821 Sycamore Rd, Alhambra, CA 91807",https://www.caring-alhambra-food-hub.org,(626) 215-3645,"Mon,Wed,Thu 9–3",Pantry
Inspiration Crescent City Food Collective,41.726612,-124.196013,"9214 Forest St, Crescent City, CA 95574",https://www.inspiration-crescent-city-food-collective.org,(707) 720-2258,"Thu 11–6 & Sat 10–2",Pantry
Unity Bridge Turlock Relief Center,37.510207,-120.852239,"1908 Orchard Ct, Turlock, CA 95406",https://www.unity-bridge-turlock-relief-center.org,(209) 315-8526,"Wed–Sat 9–2",Youth Services
Faith Fortuna Food Hub,40.629813,-124.162323,"9760 Tenth St, Fortuna, CA 95546",https://www.faith-fortuna-food-hub.org,(707) 745-1286,"Mon–Fri 9–5",Youth Services
Kindness Elk Grove Food Collective,38.444875,-121.329798,"538 Central Lane, Elk Grove, CA 95667",https://www.kindness-elk-grove-food-collective.org,(279) 858-1062,"Mon–Sat 10–4",Youth Services
Community Simi Valley Community Kitchen,34.23797,-118.811702,"2546 Sunset Rd, Simi Valley, CA 93068",https://www.community-simi-valley-community-kitchen.org,(820) 477-7296,"Mon–Fri 11–7",Pantry
Grace Lafayette Support Network,37.909351,-122.112283,"7464 Madison Pl, Lafayette, CA 94555",https://www.grace-lafayette-support-network.org,(925) 340-7193,"Thu 11–6 & Sat 10–2",Pantry
Mountain Watsonville Food Bank,36.89101,-121.726852,"9222 Oak Rd, Watsonville, CA 95079",https://www.mountain-watsonville-food-bank.org,(831) 828-2565,"Tue–Sat 8–12",Mobile Pantry
Resilience Long Beach Food Collective,33.771545,-118.224215,"7148 Grove Dr, Long Beach, CA 90811",https://www.resilience-long-beach-food-collective.org,(562) 806-1142,"Mon–Thu 10–6",Pantry
Kindness Lafayette Food Bank #2,37.878044,-122.112065,"6955 Main Lane, Lafayette, CA 94562",https://www.kindness-lafayette-food-bank-2.org,(925) 634-2870,"Tue–Sat 10–4",Youth Services
Cultural Mountain View Food Pantry,37.428045,-122.043503,"2046 River Dr, Mountain View, CA 94074",https://www.cultural-mountain-view-food-pantry.org,(650) 227-8123,"Wed–Sat 9–2",Youth Services
Together Hemet Nutrition Center,33.771317,-117.005395,"2005 Eighth Dr, Hemet, CA 92589",https://www.together-hemet-nutrition-center.org,(951) 674-3916,"Thu 11–6 & Sat 10–2",Resource Hub
Kindness Tustin Relief Center,33.709675,-117.812728,"9658 Ninth Lane, Tustin, CA 92786",https://www.kindness-tustin-relief-center.org,(714) 639-7910,"Thu 11–6 & Sat 10–2",Pantry
Harvest Salinas Community Kitchen,36.703808,-121.685204,"4816 Market Way, Salinas, CA 93914",https://www.harvest-salinas-community-kitchen.org,(831) 898-5914,"Tue,Thu 11–6",Pantry
Resilience El Monte Community Kitchen,34.092222,-117.983165,"6795 Monterey Ct, El Monte, CA 91733",https://www.resilience-el-monte-community-kitchen.org,(626) 523-4965,"Mon,Wed,Fri 10–2",Community Center
Inspiration Susanville Food Hub,40.377858,-120.642217,"805 Seaside Ct, Susanville, CA 96171",https://www.inspiration-susanville-food-hub.org,(530) 480-4077,"Mon–Fri 8–4",Faith-Based Pantry
Fresh Antioch Resource Center,37.96793,-121.764385,"4754 Summer Way, Antioch, CA 94518",https://www.fresh-antioch-resource-center.org,(925) 738-6031,"Tue–Sat 9–3",Senior Services
Empowerment Daly City Support Network,37.726088,-122.506312,"8541 Summit Ct, Daly City, CA 94044",https://www.empowerment-daly-city-support-network.org,(650) 496-2692,"Tue–Sat 10–4",Community Center
Coastal San Jose Food Hub,37.366715,-121.882185,"4880 Hill Blvd, San Jose, CA 95141",https://www.coastal-san-jose-food-hub.org,(669) 232-2984,"Mon–Sat 9–1",Pantry
Faith Redwood City Relief Center,37.487268,-122.222164,"2532 Seventh Way, Redwood City, CA 94063",https://www.faith-redwood-city-relief-center.org,(650) 843-8847,"Mon,Wed,Thu 9–3",Food Bank
Resource Palmdale Food Bank,34.616861,-118.130107,"8573 Chestnut Dr, Palmdale, CA 93575",https://www.resource-palmdale-food-bank.org,(661) 415-4624,"Mon–Fri 7–3",Food Bank
Nourish Clearlake Food Bank,38.947738,-122.655221,"2843 Mission Pl, Clearlake, CA 95461",https://www.nourish-clearlake-food-bank.org,(707) 711-8916,"Tue–Sat 10–4",Senior Services
Support Fresno Food Collective,36.752429,-119.818666,"4110 Second Way, Fresno, CA 93753",https://www.support-fresno-food-collective.org,(559) 253-6657,"Tue–Sat 9–3",Resource Hub
Diversity Yucca Valley Food Hub,34.105204,-116.429378,"3429 Jefferson Ct, Yucca Valley, CA 92286",https://www.diversity-yucca-valley-food-hub.org,(442) 841-5543,"Mon,Wed,Thu 9–3",Mobile Pantry
Village Delano Resource Center,35.790375,-119.291257,"1083 Pine Dr, Delano, CA 93260",https://www.village-delano-resource-center.org,(661) 765-3192,"Mon–Fri 7–3",Senior Services
Solidarity Arvin Food Pantry,35.215695,-118.794108,"8783 Pine Ave, Arvin, CA 93237",https://www.solidarity-arvin-food-pantry.org,(661) 513-6662,"Tue,Thu 11–6",Pantry
River Alturas Resource Center,41.510789,-120.58172,"6520 Santa Fe Lane, Alturas, CA 96107",https://www.river-alturas-resource-center.org,(530) 451-2181,"Mon–Fri 7–3",Faith-Based Pantry
Solidarity San Carlos Food Bank,37.535781,-122.222545,"6252 Palm Ct, San Carlos, CA 94119",https://www.solidarity-san-carlos-food-bank.org,(650) 285-8568,"Mon–Sat 9–1",Youth Services
Cultural Truckee Resource Center,39.298852,-120.217839,"1260 College Ter, Truckee, CA 96198",https://www.cultural-truckee-resource-center.org,(530) 358-7434,"Tue,Thu 11–6",Food Bank
Valley San Ramon Food Collective,37.776275,-122.014089,"8787 Summit Pl, San Ramon, CA 94623",https://www.valley-san-ramon-food-collective.org,(925) 843-5606,"Tue–Sat 9–3",Mobile Pantry
Mountain Oxnard Food Collective,34.216756,-119.136646,"1862 Madison Lane, Oxnard, CA 93046",https://www.mountain-oxnard-food-collective.org,(820) 815-7984,"Wed 10–6 & Sat 9–1",Resource Hub
Cultural Arvin Nutrition Center,35.253513,-118.788473,"6690 Central Blvd, Arvin, CA 93240",https://www.cultural-arvin-nutrition-center.org,(661) 445-4599,"Mon–Fri 8–4",Pantry
Cultural Pacifica Nutrition Center,37.612118,-122.527161,"7282 Ninth Lane, Pacifica, CA 94083",https://www.cultural-pacifica-nutrition-center.org,(650) 741-9740,"Mon–Thu 10–6",Faith-Based Pantry
Together Roseville Nutrition Center,38.79585,-121.255736,"1215 Madison Dr, Roseville, CA 95703",https://www.together-roseville-nutrition-center.org,(279) 279-8838,"Mon–Thu 10–6",Pantry
Helping Hands Albany Food Collective,37.873753,-122.307163,"7981 Market Rd, Albany, CA 94707",https://www.helping-hands-albany-food-collective.org,(510) 317-8431,"Tue–Sat 10–4",Senior Services
